"Business_Failure","Revenue","Net_Profit","Debt_Ratio","Market_Share","Age_of_Business","Location_Type","Customer_Satisfaction","Innovation_Index","Rent_Cost","Regulation_Compliance","Number_of_Employees","Social_Media_Followers","Number_of_Branches","CEO_Tenure","Local_Unemployment_Rate","Global_Economic_Growth","Industry_Average_Profit_Margin","Company_ID","Median_Work_Experience"
0,9449396.911,1252072.541,0.19,0.109657776,1,"Suburban",1.512740441,79.8879695,45689.35937,1,210,222782,43,13,14.86069,1.608950539,20.40131972,488,22.01
0,6342533.518,574484.7609,0.54,0.281516171,5,"Urban",1.49168752,13.62924699,50643.29456,1,499,934914,28,11,4.934371332,0.512413181,11.7209167,489,18.32
0,8693421.186,1270833.819,1,0.083394466,18,"Urban",3.478272899,90.42681161,52562.04432,1,402,841930,7,8,8.163674439,-2.933270622,7.180976025,490,13.55
0,4548495.385,528094.5914,0.32,0.100319584,7,"Suburban",3.702129474,67.55560412,45388.32661,1,429,738002,26,19,1.153107489,-1.596684916,26.66131238,491,6.59
1,5221362.794,767553.8974,0.06,0.210541717,2,"Rural",4.109330056,89.85533362,26352.7542,0,480,992811,11,10,15.41411409,0.968792873,29.45012017,492,12.84
0,4884545.484,608126.058,0.45,0.229829574,13,"Suburban",3.226728211,45.26888995,12913.70358,1,78,773185,24,18,12.89184624,4.248722554,1.580426102,493,25
1,6713246.308,743444.6356,0.59,0.278891642,24,"Urban",3.583037169,44.25853125,10755.18945,1,56,306589,43,18,16.53864317,4.203763503,16.84753868,494,0.36
0,1481521.198,154255.5876,0.07,0.06223592,15,"Suburban",1.054069087,78.66911535,75988.78981,1,80,617818,10,7,9.656604974,-2.120940956,10.90936899,495,15.61
0,266056.6953,-105650.3985,0.67,0.239601413,0,"Urban",1.648682909,10.23648769,23129.25441,1,306,115021,37,16,16.19507223,2.356209778,9.032697686,496,22.19
1,3123603.73,187982.6215,0.86,0.22182527,20,"Urban",4.939659064,52.56652963,6511.60868,1,58,616117,13,6,13.30406834,2.755190805,10.73548534,497,8.77
1,7029717.748,1164813.485,0.5,0.020074572,2,"Suburban",1.303974025,83.80203933,79954.22326,0,18,576231,44,16,1.068645718,3.088231,19.52745494,498,5.48
0,1915754.199,88708.35331,0.36,0.116779719,21,"Urban",3.715152889,83.18906374,16252.10363,1,208,665682,42,16,5.820191607,0.707622848,6.530764297,499,23.24
1,6761408.801,976074.1646,0.54,0.085546872,17,"Rural",1.704330532,95.65715278,62889.46308,1,465,949113,39,1,10.38393569,-4.894920019,27.47296064,500,0.16
0,9729393.392,1544220.027,0,0.092042637,8,"Urban",3.866874343,70.12898676,34525.68387,1,135,131558,19,19,12.75505964,2.616762854,14.51732122,501,13.1
1,870606.0158,152417.1545,0.87,0.294901117,5,"Suburban",3.823961612,21.56929231,13521.54541,1,332,850866,19,3,2.246226429,-3.934025502,10.44172816,502,16.98
1,6706598.7,1103176.458,0.46,0.193190447,22,"Rural",1.936796239,3.007751175,42033.61695,1,482,329414,12,6,14.39651864,-3.831286138,23.20040861,503,7.4
0,4411914.433,388188.5592,0.31,0.215585171,20,"Rural",2.078537597,48.46216406,2466.077252,1,10,40978,22,4,11.32718586,1.056248026,1.474053292,504,18.81
0,8723240.509,692442.1958,0.54,0.293008674,24,"Urban",3.619082854,51.8566827,84263.45327,1,69,200841,47,4,10.98980683,4.83520521,13.52373311,505,10.98
0,1702266.825,104284.1117,0.47,0.113783333,0,"Suburban",2.560344155,24.78599587,51836.29817,1,341,169521,37,4,6.548865604,-2.574605267,11.30380443,506,15.07
1,6934671.203,588330.8645,0.69,0.24075021,20,"Urban",1.778191879,13.34504727,14776.84108,0,387,755731,30,10,12.30163889,1.458108801,10.80808739,507,0.54
0,8265787.074,1069051.632,0.18,0.130924758,9,"Urban",3.926718395,59.03460845,24461.05152,1,83,939556,46,9,1.522364903,-1.963463543,10.7750695,508,20.94
0,9465671.542,1423734.151,0.86,0.260990568,5,"Suburban",1.616590097,76.66131173,45349.54402,1,109,515288,12,8,2.22930628,3.987261136,1.906869955,509,21.1
0,6841904.251,911576.2431,0.94,0.055016605,22,"Suburban",4.422574657,99.32225626,19698.0689,1,44,614740,29,19,14.94353166,0.935168921,5.411375687,510,10.35
0,4951227.862,406450.4638,0.64,0.284358167,11,"Urban",3.058678096,76.0719591,27591.31699,1,483,414845,21,17,7.115935508,-2.925226723,5.11466962,511,18.77
1,6253708.791,322859.7692,0.87,0.066412741,3,"Rural",1.422802416,79.56960901,53904.17086,1,454,988907,11,17,7.592374437,-2.378689496,29.66970464,512,12.14
1,8559203.3,954831.88,0.01,0.098539932,12,"Urban",3.776289334,62.02962694,83428.29229,1,398,434837,37,1,4.959318862,-0.675192696,1.642806921,513,3.38
0,5709483.623,355009.1251,0.54,0.227101478,16,"Rural",3.076652158,98.60634324,40782.12888,1,132,542771,48,20,9.46679315,-3.77956438,5.845136034,514,5.94
1,373446.6543,-130701.6275,0.59,0.118732787,7,"Urban",2.192230287,64.35568213,71980.55208,1,493,660361,18,14,1.987875197,-4.212666317,29.25106075,515,3.01
1,9316617.897,794874.6321,0.49,0.182855202,19,"Suburban",2.690157521,86.16507535,87791.73713,1,499,829421,44,20,6.706901248,1.800613957,19.21944122,516,11.76
1,6966675.55,307173.2797,0.29,0.133927477,2,"Rural",2.193350974,94.63267998,22413.79309,1,18,539021,27,11,11.01535451,-0.928349379,14.0693465,517,0.65
1,6745840.051,214042.3071,0.43,0.222968611,11,"Suburban",2.052103343,93.05599155,80912.00507,1,93,586632,37,3,9.84700651,2.262257919,3.284067058,518,2.89
0,2156236.747,196234.9561,0.08,0.069271044,6,"Suburban",1.654433683,38.76011903,75982.81763,1,483,915709,48,8,19.99372322,-3.899417996,20.42017369,519,24.15
1,6653928.694,826845.944,0.34,0.018478938,11,"Suburban",2.451068533,8.787543773,36336.7925,0,436,936767,12,10,8.38652839,1.098655479,4.996286643,520,5.78
0,3989433.1,227014.6982,0.13,0.09067889,1,"Suburban",2.003948825,18.01549655,98962.47599,1,294,190191,23,17,8.352982126,-0.566932066,20.46439754,521,5.72
1,6635780.106,290416.5347,0.71,0.142818291,23,"Suburban",3.733737948,6.863107234,26994.66477,1,464,928311,34,8,10.56805377,-4.420013455,29.39611842,522,22.34
1,1080005.212,-11071.11948,0.3,0.051237996,13,"Urban",3.735506965,11.43429655,26225.52334,1,148,743572,38,1,4.615759095,0.448019783,16.4272071,523,4.17
1,6591886.914,597391.6649,0.13,0.10708439,21,"Rural",3.00736097,19.28047334,77453.6573,1,472,345841,23,20,17.64978404,-4.171957253,7.208454981,524,19.65
0,9971073.117,1411051.558,0.46,0.120594922,22,"Urban",4.11177811,34.76833734,44031.07449,1,483,700561,25,7,11.87308799,3.277197478,19.13322878,525,5.63
1,481435.5789,-71344.78629,0.54,0.018160161,4,"Urban",4.365358876,54.81042501,33748.70448,0,172,700166,4,9,4.650045145,1.319574654,15.87496095,526,20.36
0,9825873.379,961463.0806,0.83,0.175408867,8,"Urban",3.31906583,71.45652388,18687.61773,1,51,732544,30,12,16.07539024,0.569675338,16.46106764,527,18.75
1,4074997.259,300059.9966,0.63,0.265418685,20,"Suburban",3.475740651,21.88180627,76767.91066,0,19,15215,30,9,1.652311252,-3.665309955,14.86510144,528,10.43
1,8668462.394,1667849.864,0.35,0.046371131,10,"Urban",2.131543639,67.57971802,78845.85881,1,120,75479,13,20,19.66871981,-2.125428865,20.53847665,529,18.54
0,7807228.395,871531.7933,0.93,0.179744596,4,"Rural",4.579476803,70.72164838,57089.83632,1,324,233653,42,3,17.43783736,-0.071241029,17.58641551,530,10.96
0,5669976.018,817936.1498,0.48,0.199757022,2,"Urban",1.096824178,56.30361135,95774.04771,1,225,564367,49,4,12.01314966,1.332835136,29.62285725,531,17.68
0,7349982.037,431643.2297,0.02,0.126381069,16,"Suburban",2.394409878,90.45816911,32498.16377,1,66,696101,14,10,3.114617592,-3.167692813,24.95003921,532,9.04
0,8763472.5,901618.5192,0.59,0.210628179,1,"Rural",3.887201686,11.98848658,22742.2855,1,141,593765,47,4,5.090182693,-4.911337219,8.676252954,533,17.23
1,3997372.099,117574.6846,0.98,0.123808732,23,"Rural",1.320358039,18.5350243,68069.21012,0,446,777246,8,9,6.309268236,-1.552398127,22.04693914,534,4.99
0,3255931.044,363872.9741,0.35,0.151886549,0,"Rural",1.73267811,43.43781761,76082.45544,1,189,530804,24,1,5.57960302,-0.171285454,7.214710132,535,17.94
1,6737568.379,1278060.847,0.18,0.00319856,6,"Rural",3.357142911,13.54456079,23265.69108,0,493,928237,18,5,10.4528802,-3.155664944,23.68804583,536,17.78
1,8082800.43,719687.6522,0.19,0.207824314,13,"Urban",3.239974686,57.06331823,8584.465662,0,158,391029,35,9,18.94664704,-0.078344941,5.279171559,537,14.06
1,7748294.466,347641.9767,0.21,0.198741461,4,"Suburban",3.955713185,40.44164619,81241.13217,0,98,656054,25,5,9.439279111,-1.615141414,14.73306117,538,18.21
1,7941965.082,263012.9542,0.42,0.012481862,18,"Rural",4.250450556,29.17498366,97673.69539,1,158,407709,17,6,13.5697268,-0.449103339,23.92757975,539,15.63
1,4385752.04,344316.494,0.48,0.111106782,10,"Rural",1.514318314,17.82899149,64822.55632,1,435,428696,32,19,14.08308091,-1.525422494,9.123268367,540,9.31
1,8191274.111,440909.7014,0.12,0.29373052,22,"Suburban",1.073523959,34.1984856,28508.82311,1,246,700516,24,8,17.56003378,1.284678498,25.27645463,541,2.99
1,1243410.439,19854.63587,0.84,0.126800232,24,"Urban",3.758554079,61.18797573,99670.58825,1,344,392608,7,10,1.642604464,-4.57102989,19.68037056,542,8.78
0,5419142.629,749456.8872,0.79,0.151081676,1,"Rural",2.205567183,58.00273588,89433.39699,1,432,884039,13,11,8.682271128,-3.290947101,12.52814754,543,25
1,49105.75983,-49771.13595,0.59,0.273069117,7,"Urban",3.503935656,17.19877602,51824.68398,1,236,642631,27,13,15.90996717,-0.672491309,13.27908457,544,0.39
1,3272975.23,101341.1634,0.92,0.215461301,8,"Urban",1.602178352,13.36706126,82706.8072,1,33,922465,48,20,16.48247328,-1.437032844,27.85375448,545,8.86
1,3645717.271,562326.0078,0.18,0.175038969,2,"Urban",2.876160187,3.640999498,81766.2318,0,361,627458,5,4,18.61931969,-1.08368044,7.315939,546,9.37
1,3879091.719,195473.489,0.6,0.2395436,1,"Urban",3.017698984,2.230133786,93545.098,0,241,560514,36,11,14.35309284,3.037606949,21.10751584,547,17.82
0,7023239.973,1301725.622,0.58,0.259445514,6,"Rural",3.340311265,88.10123314,84251.46053,1,330,604770,26,12,5.657924976,3.863316582,21.51153197,548,10.68
1,3936100.185,332070.5833,0.84,0.137609533,4,"Rural",3.052680065,5.463796745,64724.24436,1,338,222885,42,5,10.60764912,-2.513312165,27.7510411,549,10.53
0,4471592.425,679165.6802,0.86,0.143057401,20,"Urban",2.982763081,73.39088988,61321.06818,1,275,951286,45,10,1.61456047,3.363910603,21.68176379,550,2.96
1,2393981.727,278010.4787,0.33,0.11642923,4,"Urban",2.330936616,87.32652453,47268.37154,1,71,542616,31,7,13.29163848,-0.412101347,17.94955512,551,10.18
1,3789126.926,533885.6881,1,0.290045136,19,"Suburban",1.284720945,10.70772701,63022.07836,1,313,493615,10,9,11.53160902,-2.261793807,27.17315363,552,14.28
1,2347634.638,395543.114,0.25,0.20945271,12,"Suburban",1.358080787,44.19384096,79726.44207,1,403,548397,46,9,13.66988933,4.85456071,25.04482886,553,4.93
1,746440.2439,-79986.98521,0.96,0.025883697,20,"Suburban",2.735113098,96.26799533,96934.725,1,216,786626,26,10,18.67267051,3.248017914,21.78651719,554,0.58
0,6009183.478,1001960.614,0.85,0.259024927,19,"Rural",2.423172511,83.57972739,47261.44846,1,79,500304,22,10,14.05825562,4.942533191,1.944773089,555,5.25
0,6758659.28,574251.3572,0.2,0.144687422,5,"Suburban",3.064539219,49.48069915,57791.6671,1,169,80736,12,2,7.088548677,-3.318092156,11.83209213,556,14.86
1,6203444.519,507380.3086,0.68,0.021557418,19,"Rural",2.219352677,76.49454017,45035.74401,1,298,183393,32,4,4.775996614,-3.561573261,19.32480049,557,24.67
1,4632945.597,415102.6712,0.14,0.165365459,17,"Rural",3.751640366,83.50438482,67180.37348,0,471,98553,27,8,17.23808793,0.033779529,16.14526521,558,7.04
0,3817220.606,474304.3446,0.37,0.125732119,24,"Rural",4.455819288,35.45466936,63362.1299,1,180,410746,33,14,4.692310722,1.3864376,10.26023147,559,7.85
0,8692439.495,489455.8343,0.45,0.263447072,1,"Rural",2.195452755,89.32313877,2765.545229,1,116,953175,20,17,4.070582031,-3.289399075,5.18829355,560,17.64
0,5193687.098,606687.2625,0.48,0.061994386,24,"Suburban",1.771936032,47.57685865,54574.99435,1,260,54586,39,13,4.925629533,3.604306681,17.0369009,561,16.94
1,4846326.921,555165.3164,0.9,0.248112918,5,"Urban",1.464722297,53.25292899,9760.202674,1,486,877042,41,18,10.66797611,0.320134787,9.2916097,562,3.82
1,255737.1297,26318.43032,0.71,0.167748919,8,"Urban",3.465016162,99.97105614,3611.978183,1,260,489981,40,18,3.35956142,-0.890581668,7.757014204,563,17.85
1,3449518.565,526529.4338,0.49,0.017328481,24,"Urban",2.775423965,84.48699365,79328.51905,1,5,717754,13,13,18.82424828,1.020536729,12.56978858,564,4.36
1,3760749.812,409410.3667,0.66,0.291581745,2,"Suburban",1.752062869,36.81523057,26606.33635,1,297,260343,14,8,19.35882044,1.34953713,23.77925156,565,8.24
1,4047720.052,214030.1582,1,0.154271958,0,"Urban",3.612546933,2.024214051,34724.85265,1,108,545248,44,12,19.50223521,-4.57216719,15.14775157,566,12.27
0,5772119.888,448928.5278,0,0.087972179,0,"Suburban",1.593932732,62.99123331,7344.374173,1,343,335056,40,1,1.743371292,4.998926667,7.278274104,567,18.23
1,5363653.797,307358.6459,0.95,0.141352646,18,"Suburban",3.217202823,70.68742919,18770.52579,1,360,328331,22,20,18.977753,-1.360804232,4.390191126,568,1.52
0,6008643.466,330603.0408,0.04,0.257499477,4,"Suburban",3.108593527,65.42946632,76794.87701,1,117,244956,18,18,19.95088372,-4.384573531,15.47063065,569,11.86
1,7652424.499,637856.9324,0.96,0.092166034,12,"Urban",3.936911205,96.81837277,49859.55219,1,357,401802,48,3,18.90615308,3.523231748,24.03662555,570,0.99
0,8141133.689,668328.1396,0.42,0.058610243,18,"Urban",1.22043856,86.43413171,88186.17779,1,445,738523,29,12,13.74783921,4.930186792,19.93172269,571,16.16
1,7149983.24,1206360.968,0.18,0.039592303,11,"Urban",4.551491727,45.43433762,40326.97102,0,331,49707,43,19,14.3233729,3.163585092,7.732317524,572,3.55
1,9550192.991,1093877.82,0.56,0.09005996,15,"Rural",3.811966905,7.22289126,27601.37284,0,439,403061,16,13,3.322805858,3.518824899,13.66449098,573,13.02
0,205248.5428,-58924.89141,0.71,0.234234378,24,"Suburban",1.864503993,48.12981818,35412.38163,1,331,368908,46,10,17.61164446,1.259351142,25.80168054,574,11.86
1,1993985.51,78619.24276,0.31,0.142016283,24,"Rural",1.733621394,69.23515798,71564.40756,0,13,209705,35,15,2.133152108,4.223255782,6.152021328,575,24.55
0,90560.27646,-196962.6563,0,0.069017,18,"Suburban",2.726640857,61.16327101,55945.56156,1,142,542718,34,20,7.036880386,-4.642614483,16.43033655,576,24.22
1,6544894.586,582342.095,0.53,0.050689315,2,"Urban",4.270261318,54.2755697,90514.92955,0,188,907335,3,2,19.83188126,2.66723863,11.33071375,577,11.92
0,9039238.299,1130932.695,1,0.100486113,11,"Suburban",4.371799973,47.41307684,60614.70817,1,456,695538,4,19,9.024229703,1.707102283,4.60121289,578,11.81
0,2440857.086,236761.7165,0.33,0.282037387,4,"Suburban",3.081824369,30.08242543,49808.80264,1,281,710792,5,3,3.491968255,-4.504150295,2.447213706,579,18.24
1,9204558.56,907226.7474,0.13,0.103564987,1,"Rural",4.443243451,28.45732941,78789.51966,0,466,497437,10,14,19.41659858,0.43973579,17.12027015,580,10.19
0,587717.4182,103229.1084,0.39,0.296449099,21,"Suburban",1.021774837,50.52291641,94805.85122,1,115,972136,29,7,19.69865329,0.150603458,1.601717338,581,19.35
0,9233559.613,1658188.636,0.17,0.146083906,6,"Urban",1.140698526,16.8997115,36228.74521,1,428,776522,32,8,4.55381102,1.915342251,3.999937384,582,12.73
1,3513554.152,300700.7616,0.68,0.054570012,12,"Suburban",4.647286375,34.72785693,25737.74481,1,236,221537,31,11,17.43127237,-4.224685884,11.07936415,583,1.98
1,1093281.748,65385.15637,0.7,0.267450887,24,"Suburban",4.10132772,33.0739482,62005.52223,1,338,305580,2,20,8.418043198,3.052787853,2.262085375,584,20.28
0,4903409.31,546512.8664,0.62,0.138646257,14,"Suburban",2.802824233,59.12614736,50388.40929,1,10,532458,12,6,8.246000825,-3.60596558,12.61291157,585,21.62
1,2579373.439,40892.62021,0.22,0.213191732,21,"Rural",4.014440526,7.601547736,98929.37191,1,199,525708,27,11,5.991255006,-0.813353865,4.780585701,586,8.62
1,2819507.075,149458.6503,0.84,0.295129763,2,"Suburban",4.822557847,83.13719935,46773.81663,0,252,875575,5,17,1.849495217,3.812880075,11.14631963,587,20.97
1,3085941.964,-26281.3005,0.66,0.01600243,20,"Suburban",4.088358096,56.67545966,8358.823585,1,50,301165,37,10,6.09217069,0.605316055,23.94363093,588,5.01
1,8138790.093,923136.4301,0.97,0.029911673,19,"Rural",4.369485335,67.4118414,97759.53702,0,428,6689,27,17,2.021761201,-1.204090862,19.16456599,589,17.91
1,5470606.084,685764.7781,0.51,0.216416566,4,"Rural",4.042426326,70.60629647,84515.10761,0,142,982013,23,2,18.56306888,-4.51797758,13.91663126,590,5.4
1,3112449.152,179058.2485,0.78,0.085265676,23,"Rural",1.67284437,29.85692955,18646.76425,1,271,879527,33,6,13.57269278,1.722735172,3.663165928,591,12.58
1,6033137.145,1173142.828,0.56,0.056106118,7,"Rural",4.334296439,47.56678517,90555.92006,1,16,539977,4,5,17.84583035,4.865467653,18.95534012,592,3.2
1,7274750.05,1326569.218,0.38,0.012769202,21,"Urban",1.78043528,95.66834963,34726.01526,0,2,36475,21,4,14.62852295,4.117963988,5.747579923,593,7.27
1,2697071.769,365323.0174,1,0.007532167,0,"Urban",4.570445312,76.90381856,38334.08647,1,158,43185,24,2,3.494450551,2.172960776,3.221003972,594,13.65
1,4167859.291,376583.5629,0.64,0.232571195,7,"Suburban",2.834599592,96.98613065,90732.75675,1,30,585228,44,12,18.8710492,-3.947071417,20.25588451,595,4.2
1,1149706.229,113251.8436,0.74,0.041195595,23,"Urban",3.707907009,74.87918017,53481.44094,1,82,698660,31,3,18.09796802,-2.605599066,27.44973704,596,0.03
1,1803527.765,67333.82616,0.14,0.140848464,17,"Suburban",2.988963392,18.38441383,14638.53001,1,31,623092,44,6,7.61344548,-3.131509805,14.35720967,597,3.64
1,6736228.191,1016871.494,0.66,0.182163148,19,"Urban",1.375963718,7.389052501,37536.55977,1,236,944336,48,14,3.119133467,-1.445383597,2.188881408,598,6.57
1,1764474.822,70421.67471,0.59,0.129077188,15,"Rural",2.16288923,58.18848224,72487.64718,1,496,883579,24,8,14.37894026,-2.644827722,26.52863381,599,3.92
1,5210146.428,861336.9817,0.12,0.009104889,17,"Rural",4.934927416,36.42351469,18244.23462,1,333,940030,49,14,14.83886475,-2.55560554,2.942239218,600,7.56
1,7117222.381,492535.918,0.05,0.235266949,19,"Urban",4.842859007,28.2703331,59432.88854,1,148,31082,10,3,18.03975185,1.167299354,26.15788404,601,22.98
1,1072895.953,72812.21031,0.58,0.004143454,11,"Urban",2.281947591,80.91388865,69832.13916,0,177,846252,49,16,2.00045943,-1.81297344,12.36276182,602,14.67
0,5813062.029,925345.1621,0.89,0.228805078,12,"Suburban",4.985187217,37.33233344,35041.50398,1,370,934350,49,15,3.692372923,1.771628765,11.59644162,603,18.16
1,2629752.075,155983.2508,0.48,0.268098044,12,"Suburban",4.382204782,32.383096,69694.18818,0,35,290758,50,7,12.36672706,4.478896591,16.741124,604,18.13
1,9687414.036,981758.6529,0.22,0.130419136,9,"Suburban",3.443837998,85.14877172,88536.52783,1,23,196061,2,15,12.76349947,1.384779166,28.75545971,605,12.9
0,4865804.388,828915.9488,0.62,0.161127199,6,"Rural",1.160498481,84.78244631,47739.55768,1,106,397167,31,13,1.638583584,2.516566772,27.06347581,606,13.47
0,8075668.171,857149.3144,0,0.143618034,24,"Rural",4.605787318,36.28029714,38908.02349,1,97,937400,25,6,8.54170897,2.515804153,14.63957256,607,25
1,5566216.022,860371.9577,0.31,0.117373377,13,"Rural",3.229717117,83.4173714,25864.68173,0,230,600422,4,15,12.09907289,-1.692972116,21.1788737,608,9.73
1,324630.14,-109976.2315,0.22,0.266339936,23,"Rural",4.473904605,85.22707054,60816.34251,1,227,980402,11,17,15.02031533,-4.850420054,17.83244832,609,2.95
0,6304071.693,565121.718,0.07,0.26828612,15,"Suburban",4.33771648,42.96912297,88105.35276,1,371,360632,17,4,7.006863144,-4.44952037,21.11038579,610,13.64
1,9446494.674,758444.1829,0.26,0.101409093,14,"Rural",4.332024861,7.580839891,33141.46545,0,100,456301,44,14,10.19416637,-2.179397491,25.05049634,611,20.71
0,5925887.624,307153.8446,0.26,0.184905856,11,"Rural",3.792695443,1.156879802,40227.31693,1,445,952196,2,15,16.46704257,1.895431837,2.000321037,612,13.94
0,8155261.969,1192736.455,0.15,0.278145361,8,"Rural",2.165660555,52.80595383,41255.92624,1,468,44945,6,12,19.12400621,4.066831386,10.44703576,613,13.51
1,8785833.188,848845.4401,0.47,0.288655491,7,"Rural",2.344641031,35.06347384,56520.42184,1,55,933534,9,19,5.375978832,4.587982622,28.82054414,614,17.91
1,2348226.726,142227.9425,0.39,0.153178753,17,"Urban",2.23387685,99.71605752,23612.4872,0,195,254359,5,10,5.807801911,-4.741513362,28.53075295,615,12.04
1,2132909.552,168508.6562,0.49,0.136394617,22,"Suburban",1.080183998,77.46868896,82398.90438,1,8,897385,20,6,18.85654556,4.900872456,1.325405809,616,3.98
1,6013201.873,779922.9141,0.33,0.0843296,17,"Suburban",3.330275637,76.36627018,30264.62547,1,424,108517,29,9,8.522311864,-1.775027816,6.841763768,617,20.61
1,4131876.49,621521.5032,0.84,0.28770269,12,"Rural",3.795334682,95.56903406,70830.9064,0,315,113536,21,2,14.64861817,3.429562282,29.81933123,618,9.26
0,8349604.745,1472101.124,0.18,0.043701477,17,"Urban",4.415463974,88.88471539,51808.35844,1,128,238298,9,4,12.63303935,-3.197045393,15.2919272,619,6.72
0,9004345.764,802537.7311,0.62,0.174369043,14,"Suburban",1.560661734,32.50056047,59003.86273,1,32,283403,28,9,6.426165916,-4.371017424,17.61311412,620,21.62
0,3560365.663,529023.9479,0,0.08548253,3,"Suburban",3.176732596,17.43273494,18781.26514,1,93,488388,8,15,13.41768222,-1.216445759,5.82618538,621,14.21
0,2338812.765,285268.3557,0.13,0.084423479,16,"Rural",1.032032563,74.84333424,73767.29662,1,7,89888,31,13,13.45575212,3.589253885,26.93573265,622,19.93
0,7818317.889,1018272.447,0.66,0.122085608,4,"Rural",1.380374591,38.44911547,19673.43139,1,258,548391,20,20,12.25642052,-2.791750841,7.70666469,623,9.31
1,2775415.966,328837.6664,0.48,0.299639088,21,"Suburban",1.216846977,47.84409251,12233.89013,0,341,630110,27,8,2.893555672,-3.460426742,6.499781271,624,10.9
1,8219703.492,437029.8802,1,0.017434926,15,"Suburban",3.901912136,63.4093754,55121.27049,1,390,821671,8,19,19.90826463,4.09804329,7.615549696,625,9.25
1,4207163.924,136710.1565,0.67,0.173984004,8,"Urban",1.324238256,90.87939502,71220.41655,1,220,236544,21,19,8.607912762,4.383372026,27.66902938,626,0.89
1,6678980.615,1036484.694,1,0.025689075,9,"Suburban",3.865811926,42.48968761,5953.547807,1,240,838984,28,16,13.12676872,-4.874518008,21.38255451,627,0
0,957423.4818,-41507.17768,0,0.047201728,23,"Suburban",1.998498818,78.54837213,7870.136179,1,106,22305,23,11,17.82947219,2.274357374,23.28929544,628,15.72
1,6258180.692,979007.3461,0.16,0.13242932,17,"Rural",4.510851843,27.56563934,80465.23711,1,36,751519,6,10,9.04248128,-1.907922635,11.93405439,629,18.68
1,4509970.459,817493.5974,0,0.153627579,16,"Suburban",4.252599953,70.0992073,81094.23725,1,416,581343,3,8,15.70457608,-1.2529563,27.36613343,630,2.43
1,5810617.558,249038.9609,0.23,0.07837893,17,"Rural",4.83132087,1.156362687,25285.16699,1,45,765623,5,1,19.46466407,-0.30897025,23.89283062,631,19.12
1,1680011.484,183942.4215,0.57,0.095620682,6,"Suburban",4.535048062,87.27921414,61907.59208,1,298,269708,9,10,7.819760445,-0.732090298,22.76732351,632,0
0,7387702.595,721811.8224,0.61,0.027003139,3,"Suburban",4.733317676,4.007578415,44874.82744,1,309,738106,7,18,8.700121834,0.14973785,29.15726823,633,23.07
0,8638599.581,1002671.847,0,0.091662715,4,"Suburban",4.434969586,71.56262172,63636.9081,1,366,203829,4,3,18.20594512,0.823617157,11.61970809,634,12.87
1,2169684.29,136110.2556,0.93,0.290000973,22,"Urban",3.773527602,5.579560737,86425.04913,0,9,272084,39,11,4.033214488,-0.344044952,18.71823576,635,9.9
1,941857.7602,141248.6659,0.74,0.283467507,15,"Rural",1.681036609,27.35832424,8905.786034,1,459,495932,5,18,1.543301929,2.015635405,27.38796127,636,20.31
0,219232.3482,-102838.987,0.18,0.101128609,2,"Urban",2.086830075,50.22303795,78020.45817,1,87,303012,11,3,18.26889109,2.186016628,23.93577935,637,13.03
1,6401568.169,644051.0132,0,0.171685327,17,"Suburban",1.850907865,42.57392985,49809.88135,0,370,927065,15,8,16.61023991,-0.596408026,17.33798979,638,19.83
1,6128677.43,785017.6371,0.19,0.272969022,22,"Urban",3.414343151,19.99177535,56848.56743,1,331,807459,34,14,19.47907762,-3.575368519,3.210196859,639,9.07
1,5424114.622,722019.7596,0.2,0.002848963,20,"Rural",3.014479752,34.04767626,65739.20464,1,177,885154,13,6,2.106517872,1.406389213,19.92897975,640,0
1,2331700.97,296748.1537,0.17,0.243394388,13,"Suburban",4.468319989,73.04293064,92339.69176,1,130,15429,48,15,3.967369278,2.729567124,16.27011115,641,22.94
1,3852251.005,233447.4045,0.6,0.284562496,14,"Urban",4.810691466,67.25645217,6615.275402,1,195,15891,7,14,3.000938623,1.381095212,6.341233383,642,4
1,5987055.203,416895.5847,0.21,0.028306395,16,"Urban",2.619439558,8.109643793,3918.15886,1,11,314871,40,7,13.98490651,0.880547658,26.58534058,643,11.94
1,4945894.284,381742.1575,0.38,0.049272858,0,"Rural",3.025402213,74.98426673,18647.91637,0,306,391129,6,10,12.5141914,-2.705880088,10.95420925,644,14.51
1,9836696.699,1660406.559,1,0.288263145,24,"Urban",4.886065427,6.251542239,98658.32488,1,419,669832,39,15,7.827368788,1.451370408,12.23691691,645,0
0,1383805.555,-17099.70459,0.72,0.161724503,20,"Rural",2.104955766,54.74971252,71792.56037,1,122,486206,50,10,2.091046109,-1.651437854,20.49964492,646,7.68
1,6831456.685,484510.6951,0.96,0.005244794,16,"Suburban",4.169563101,26.74621206,61849.47079,1,399,703929,30,17,13.1535777,4.195588628,15.17516352,647,22.29
1,3984170.641,650197.7004,0.13,0.078031968,22,"Suburban",1.900959609,59.18132263,5656.866288,0,235,371798,22,19,11.83228922,1.537200928,3.589151212,648,0
1,4305759.607,63357.80729,0.31,0.135533159,24,"Urban",3.725840462,26.8715112,88031.91217,1,331,130536,25,17,3.14516101,-2.218203233,12.2358069,649,15.92
1,7229531.984,1396722.874,0.67,0.208179764,10,"Suburban",2.014462511,98.51083899,81462.92848,0,31,87173,28,12,18.26928439,-0.270730906,3.73951742,650,4.24
